ObjectProperty,label,parent,parentLabel,definition,comment,IAODefinition,domain,domainLabel,domainDef,domainComment,domainIAODefinition,range,rangeLabel,rangeDef,rangeComment,rangeIAODefinition
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003000,produces,,,,"Note that this definition doesn't quite distinguish the output of a transformation process from a production process, which is related to the identity/granularity issue.",,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,A material entity is an independent continuant that has some portion of matter as proper or improper continuant part. (axiom label in BFO2 Reference: [019-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.,,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,Every entity which has a material entity as continuant part is a material entity. (axiom label in BFO2 Reference: [020-002]),,
http://purl.obolibrary.org/obo/RO_0003001,produced by,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,,http://purl.obolibrary.org/obo/BFO_0000040,material entity,every entity of which a material entity is continuant part is also a material entity. (axiom label in BFO2 Reference: [021-002]),,
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biological diversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000090,phenotypic plasticity,The capacity of a genotype to produce different phenotypes in different environments.,,
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biological diversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",
http://purl.obolibrary.org/obo/envo#has_increased_levels_of,has increased levels of,,,,,,http://purl.obolibrary.org/obo/ENVO_01001110,ecosystem,An environmental system which includes both living and non-living components.,,,https://w3id.org/inbio#_000090,phenotypic plasticity,The capacity of a genotype to produce different phenotypes in different environments.,,
https://w3id.org/inbio#_000099,is absent,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,
https://w3id.org/inbio#_000100,facilitate,,,,,,https://w3id.org/inbio#_000005,invasive species,"Alien species that sustain self-replacing populations over several life cycles, produce reproductive offspring, often in very large numbers at considerable distance from the parent and/or site of introduction, and have the potential to spread over long distances.",,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,
https://w3id.org/inbio#_000101,has increased effort level by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000101,has increased effort level by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000108,increases effort in,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,
https://w3id.org/inbio#_000108,increases effort in,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,
https://w3id.org/inbio#_000102,completed invasion phase,,,,,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,,https://w3id.org/inbio#_000027,invasion phase,"Sequential phases during the invasion process. Typically, four different phases are distinguished: transport, introduction, establishment and spread.",,
https://w3id.org/inbio#_000103,has index,,,,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",,http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,diversity index,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org",
https://w3id.org/inbio#_000103,has index,,,,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biological diversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",,http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,diversity index,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org",
https://w3id.org/inbio#_000104,is native range to,https://w3id.org/inbio#_000116,is range of,,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000129,has native range,https://w3id.org/inbio#_000106,has range,,native range: range in which the species is commonly found,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,
https://w3id.org/inbio#_000106,has range,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,
https://w3id.org/inbio#_000107,is in invasion phase,,,,,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,,https://w3id.org/inbio#_000027,invasion phase,"Sequential phases during the invasion process. Typically, four different phases are distinguished: transport, introduction, establishment and spread.",,
https://w3id.org/inbio#_000109,has level of,,,,,,https://w3id.org/inbio#_000050,species trait,"A well-defined, measurable property of organisms, usually measured at the individual level and used comparatively across species.",,,,,,,
https://w3id.org/inbio#_000110,decreases effort in,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,
https://w3id.org/inbio#_000110,decreases effort in,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,
https://w3id.org/inbio#_000113,has decreased effort level by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000113,has decreased effort level by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000111,is closely related to,,,Two species are closely related if they split apart from each other relatively recently during their evolution..,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000112,is enemy of,,,,enemy in sense of http://www.semanticweb.org/rs/ontologies/INBIO#enemy,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000123,is prey of,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000114,is enhanced by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000114,is enhanced by,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000114,is enhanced by,,,,,,http://purl.obolibrary.org/obo/GO_0000003,reproduction,The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms.,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000114,is enhanced by,,,,,,http://purl.obolibrary.org/obo/GO_0040007,growth,"The increase in size or mass of an entire organism, a part of an organism or a cell.",,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000115,enhance,,,,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,
https://w3id.org/inbio#_000115,enhance,,,,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,
https://w3id.org/inbio#_000115,enhance,,,,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,,http://purl.obolibrary.org/obo/GO_0000003,reproduction,The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms.,,
https://w3id.org/inbio#_000115,enhance,,,,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,,http://purl.obolibrary.org/obo/GO_0040007,growth,"The increase in size or mass of an entire organism, a part of an organism or a cell.",,
https://w3id.org/inbio#_000117,achieves,,,,,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,,https://w3id.org/inbio#_000068,invasion success,Completing one or all phases of the invasion process.,,
https://w3id.org/inbio#_000118,has alien range,https://w3id.org/inbio#_000106,has range,,alien range: range in which the species is not commonly found,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,
https://w3id.org/inbio#_000126,is alien range to,https://w3id.org/inbio#_000116,is range of,,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000119,allocates,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000079,resource,"Abiotic environmental factor necessary for survival, growth, and reproduction, such as water, light, mineral nutrients, and various forms of fixed carbon (e.g. plant material or meat).",,
https://w3id.org/inbio#_000120,has area,,,,,,https://w3id.org/inbio#_000000,system,A material entity consisting of multiple components that are causally integrated.,,,https://w3id.org/inbio#_000026,area,A geographical region that can include land as well as water.,,
https://w3id.org/inbio#_000121,has propagule pressure,,,,,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,,https://w3id.org/inbio#_000011,propagule pressure,A composite measure consisting of the number of individuals introduced per introduction event and the frequency of introduction events.,,
https://w3id.org/inbio#_000122,shows changes in species trait,,,,,,https://w3id.org/inbio#_000053,alien species,Species whose presence in a region is attributable to human actions that enable them to overcome biogeographical barriers.,,,http://purl.obolibrary.org/obo/NCIT_C25446,change,,,The act of alteration or modification; changed or altered in form or character.
https://w3id.org/inbio#_000124,has value,,,,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biodiversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",,,,,,
https://w3id.org/inbio#_000124,has value,,,,,,http://cerrado.linkeddata.es/ecology/ccon#Biodiversity,biological diversity,"The biological variation found in a defined spatial area: can refer to variation at the level of genome, phenotype, species, community or ecosystem.","It's the degree of veriation of life forms within a given species, ecosystem, biome, or planet.
Source: wikipedia.org",,,,,,
https://w3id.org/inbio#_000124,has value,,,,,,https://w3id.org/inbio#_000090,phenotypic plasticity,The capacity of a genotype to produce different phenotypes in different environments.,,,,,,,
https://w3id.org/inbio#_000124,has value,,,,,,http://cerrado.linkeddata.es/ecology/ccon#DiversityIndex,diversity index,,"It's a quantitative measure that reflects how many different types (such as species) there are in a dataset, and can simultaneously takes into account how evenly the basic units (such as individuals) are distributed among those types.
Source: wikipedia.org",,,,,,
https://w3id.org/inbio#_000124,has value,,,,,,https://w3id.org/inbio#_000011,propagule pressure,A composite measure consisting of the number of individuals introduced per introduction event and the frequency of introduction events.,,,,,,,
https://w3id.org/inbio#_000125,is similar to,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,
https://w3id.org/inbio#_000127,is against,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,A trait or behaviour that is useful for repelling an enemy.,,,https://w3id.org/inbio#_000091,enemy,"An organism that is a predator, consumer, parasite, parasitoid or pathogen of another organism.",,
https://w3id.org/inbio#_000127,is against,,,,,,http://purl.obolibrary.org/obo/NCIT_C61556,defense,Protection from harm.,,,https://w3id.org/inbio#_000091,enemy,"An organism that is a predator, consumer, parasite, parasitoid or pathogen of another organism.",,
https://w3id.org/inbio#_000128,has role,,,,,,http://purl.obolibrary.org/obo/NCIT_C45293,species,A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.,,,https://w3id.org/inbio#_000023,role,The usual or expected function of something; the part something plays in an action or event.,,
https://w3id.org/inbio#influences,influences,,,,Influences biological or ecological processes.,,https://w3id.org/inbio#invasion_rate,invasion rate,Invasion rate refers to the speed or frequency at which an invasive species spreads into new areas within a given time frame. It is a critical measure in invasion biology to assess the potential impact and management needs of invasive species.,,,https://w3id.org/inbio#population_dynamics,population dynamics,"Population dynamics in invasion biology refers to the study of how invasive species populations change over time and space, affected by births, deaths, and migration rates.",,
https://w3id.org/inbio#impacts,impacts,,,,Describes significant effects on ecosystems or species.,,https://w3id.org/inbio#generalist_herbivore,generalist herbivore,"A generalist herbivore is an organism that feeds on a wide variety of plant species, rather than specializing in a particular type of plant. In the context of invasion biology, generalist herbivores can have significant impacts on ecosystems by consuming native and non-native plant species, potentially facilitating the spread of invasive plants.",,,https://w3id.org/inbio#ecosystem_dynamics,ecosystem dynamics,"Ecosystem dynamics cover the changes and processes within ecosystems driven by both native and invasive species, including nutrient flows and energy cycles.",,
https://w3id.org/inbio#displaces,displaces,,,,Refers to the process of pushing out or replacing one species or ecological component by another.,,https://w3id.org/inbio#invasive_weed,invasive weed,"An invasive weed is a type of plant that is not native to a specific location and has a tendency to spread, which can cause damage to the environment, human economy, or human health.",,,https://w3id.org/inbio#native_vegetation,native vegetation,"Native vegetation refers to plant species that are indigenous to a region, playing a critical role in maintaining ecological balance and resisting invasive species.",,
